Farmacia,Titular,Dirección,Municipio,Provincia,Comunidad,Teléfono
Farmacia Borras Urtubia Teresa,Borras Urtubia Teresa,"Cl Santalo 3, 08021",Barcelona,Barcelona,CATALUÑA,932094925 
Farmacia Bosch Castell Roman,Bosch Castell Roman,"Cl De La Parellada          25, 08720",Vilafranca del Penedès,Barcelona,CATALUÑA,938920173 
Farmacia Bosch De Basea Cusco Dolores,Bosch De Basea Cusco Dolores,"Cl Pantano De Tremp         63, 08032",Barcelona,Barcelona,CATALUÑA,934208035 
Farmacia Bosch Gibert Montserrat,Bosch Gibert Montserrat,"Cl Segismond Tomeu           1, 08775",Torrelavit,Barcelona,CATALUÑA,938995827 
Farmacia Bosch Grane Marta,Bosch Grane Marta,"Cl Frederic Soler 76, 08820",El Prat de Llobregat,Barcelona,CATALUÑA,933794807 
Farmacia Bosch Sagrera Maria Antonia,Bosch Sagrera Maria Antonia,"Cl Menorca 100, 08020",Barcelona,Barcelona,CATALUÑA,933134430 
Farmacia Botet - Nadal C.b.,Botet - Nadal C.b.,"Av Dinou De Maig            28, 08120",La Llagosta,Barcelona,CATALUÑA,935600450 
Farmacia Botet Piro Carles Ramon,Botet Piro Carles Ramon,"Cl Barcelona 1, 08182",Sant Feliu de Codines,Barcelona,CATALUÑA,938663064 
Farmacia Bou Imperatori C.b.,Bou Imperatori C.b.,"Cl Llosa                     4, 08033",Barcelona,Barcelona,CATALUÑA,932768120 
Farmacia Bouffard Fita Carina,Bouffard Fita Carina,"Cl Lauria                   17, 08010",Barcelona,Barcelona,CATALUÑA,933088678  - 933173791
Farmacia Bourgeois Guerau Anna,Bourgeois Guerau Anna,"Cl Rubio Ors 183, 08940",Cornellà de Llobregat,Barcelona,CATALUÑA,933773946 
Farmacia Bouyat Salamanca Jean Paul,Bouyat Salamanca Jean Paul,"Av Icaria 160, 08005",Barcelona,Barcelona,CATALUÑA,932210620 
Farmacia Braso Serra Joan,Braso Serra Joan,"Cl Artesania               102, 08042",Barcelona,Barcelona,CATALUÑA,933500144 
Farmacia Braso Serra Josefa,Braso Serra Josefa,"Cl Mestre Viladrosa 14, 08339",Vilassar de Dalt,Barcelona,CATALUÑA,937530803 
Farmacia Bravo Samaniego Maria,Bravo Samaniego Maria,"Cl Esteras 28, 08028",Barcelona,Barcelona,CATALUÑA,934225794 
Farmacia Bregante Soriano M Teresa,Bregante Soriano M Teresa,"Cl Collserola               21, 08035",Barcelona,Barcelona,CATALUÑA,934185165 
Farmacia Bretcha Forns Marta,Bretcha Forns Marta,"Cl Joan Prim 29, 08401",Granollers,Barcelona,CATALUÑA,938403900 
Farmacia Broggi Coma Antonio,Broggi Coma Antonio,"Pasaje Arriaza            S.n., 08020",Barcelona,Barcelona,CATALUÑA,933139096 
Farmacia Bru Palou M Rosa,Bru Palou M Rosa,"Pz Rius Y Taulet 4, 08012",Barcelona,Barcelona,CATALUÑA,932179587 
Farmacia Brufau Tudela Pere,Brufau Tudela Pere,"Cl Cami Vell De Tiana       56, 08390",Montgat,Barcelona,CATALUÑA,934690886 
Farmacia Brugueras Garcia Joan,Brugueras Garcia Joan,"Cl Portal De Sant Roc 64, 08221",Terrassa,Barcelona,CATALUÑA,937885441 
"Farmacia Brugueras Garcia, M.cristina","Brugueras Garcia, M.cristina","Antoni Genesca, 13, 08230",Matadepera,Barcelona,CATALUÑA,937870001 
Farmacia Brun Casanovas Nuria,Brun Casanovas Nuria,"Cl Torras Y Bages           21, 08750",Molins de Rei,Barcelona,CATALUÑA,936682954 
Farmacia Bruna Reverter Maria Angels,Bruna Reverter Maria Angels,"Cl Dos De Mayo             288, 08025",Barcelona,Barcelona,CATALUÑA,934350542 
Farmacia Brustenga Fortuny Marta,Brustenga Fortuny Marta,"Cr De Barcelona 558, 08204",Sabadell,Barcelona,CATALUÑA,937104435 
Farmacia Buenache Blanco Alicia,Buenache Blanco Alicia,"Gran Via 242, 08330",Premià de Mar,Barcelona,CATALUÑA,937520488 
Farmacia Bueno Pau Ester,Bueno Pau Ester,"Cl Sant Marc 69, 08224",Terrassa,Barcelona,CATALUÑA,937880975 
Farmacia Bueno Pau Marta,Bueno Pau Marta,"Alexandra Gali 34 Local G, 08225",Terrassa,Barcelona,CATALUÑA,937885036 
Farmacia Bugie Gorriz Felicidad,Bugie Gorriz Felicidad,"Cl Sant Josep              120, 08620",Sant Vicenç dels Horts,Barcelona,CATALUÑA,936562302 
Farmacia Buireu Cabello Aida,Buireu Cabello Aida,"Cl Mosen Cint Verdaguer 24, 08319",Dosrius,Barcelona,CATALUÑA,937919507 
Farmacia Burniol Garcia Marta,Burniol Garcia Marta,"Cl Alzina 38, 08392",Sant Andreu de Llavaneres,Barcelona,CATALUÑA,937929688 
Farmacia Busquet Mitja Maria Angels,Busquet Mitja Maria Angels,"Av San Jose MontaÑa          6, 08024",Barcelona,Barcelona,CATALUÑA,932846017 
Farmacia Busquets I Balsells Xavier,Busquets I Balsells Xavier,"Cl Secretario Coloma        92, 08024",Barcelona,Barcelona,CATALUÑA,932197994 
Farmacia Busquets Recasens M Teresa,Busquets Recasens M Teresa,"Av Diagonal                 68, 08019",Barcelona,Barcelona,CATALUÑA,933075024 
Farmacia Buxeda Figuerola Marta,Buxeda Figuerola Marta,"Av Santa Eulalia 371, 08223",Terrassa,Barcelona,CATALUÑA,937836960 
"Farmacia Caballero Caballero, Antonia","Caballero Caballero, Antonia","Camps Blancs, 17-18, 08830",Sant Boi de Llobregat,Barcelona,CATALUÑA,936401684 
Farmacia Cabanas Miret Joaquim,Cabanas Miret Joaquim,"Cl Muntaner                476, 08006",Barcelona,Barcelona,CATALUÑA,932010389 
Farmacia Cabeceran Esteve Ana,Cabeceran Esteve Ana,"Cl Llinas 71, 08940",Cornellà de Llobregat,Barcelona,CATALUÑA,933763073 
Farmacia CadiÑanos Lopez Quintana Reyes,CadiÑanos Lopez Quintana Reyes,"Cl Consell De Cent 312, 08007",Barcelona,Barcelona,CATALUÑA,934878094 
Farmacia Calderon Olivas Stella,Calderon Olivas Stella,"Cl Lledoner                  2, 08035",Barcelona,Barcelona,CATALUÑA,934175222 
Farmacia Calm Nogues C.b.,Calm Nogues C.b.,"Cl Santa Creu               16, 08980",Sant Feliu de Llobregat,Barcelona,CATALUÑA,936662912 
Farmacia Calm Nogues Maria Jose,Calm Nogues Maria Jose,"Passeig Compte Vilardaga 89-91, 08980",Sant Feliu de Llobregat,Barcelona,CATALUÑA,936669201 
Farmacia Calpe Calpe M.del Carmen,Calpe Calpe M.del Carmen,"Cl Selva De Mar            273, 08020",Barcelona,Barcelona,CATALUÑA,933074457 
"Farmacia Calsina Valles, Pau","Calsina Valles, Pau","Ntra.sra.de Lourdes, 35, 08191",Rubí,Barcelona,CATALUÑA,936992281 
Farmacia Calvo Gil Maria Encarnacion,Calvo Gil Maria Encarnacion,"Cl Girona 11, 08980",Sant Feliu de Llobregat,Barcelona,CATALUÑA,936666351 
Farmacia Calvo Sanchez Ruth,Calvo Sanchez Ruth,"Pl Concordia 1, 08120",La Llagosta,Barcelona,CATALUÑA,935601816 
Farmacia Campos Garcia Teresa,Campos Garcia Teresa,"Cl Numancia 185, 08034",Barcelona,Barcelona,CATALUÑA,932802570 
Farmacia Campos Rovira Joaquin,Campos Rovira Joaquin,"Cl Mayor                    35, 08513",Prats de Lluçanès,Barcelona,CATALUÑA,938560287 
Farmacia Camprubi Ribalta M.falgas,Camprubi Ribalta M.falgas,"Cl San Pablo, 44, 08001",Barcelona,Barcelona,CATALUÑA,933020748 
Farmacia Camps Blesa Dolors,Camps Blesa Dolors,"Sant Jaume               11, 08592",Sant Martí de Centelles,Barcelona,CATALUÑA,938440157 
Farmacia Capdevila Arus Ramon,Capdevila Arus Ramon,"Cl Clot 184, 08026",Barcelona,Barcelona,CATALUÑA,932321666 
Farmacia Capdevila Bassols Montserrat,Capdevila Bassols Montserrat,"Ps Vilessam 8, 08391",Tiana,Barcelona,CATALUÑA,934655302 
Farmacia Capdevila Bassols Rafael,Capdevila Bassols Rafael,"Cl Angel Guimera            17, 08917",Badalona,Barcelona,CATALUÑA,933837402 
Farmacia Capell Grases C B,Capell Grases C B,"Cl Pi I Maragall           116, 08830",Sant Boi de Llobregat,Barcelona,CATALUÑA,936542490 
Farmacia Carapuig Gavalda Czestochowa,Carapuig Gavalda Czestochowa,"Cl Peru 28, 08921",Santa Coloma de Gramenet,Barcelona,CATALUÑA,933916353 
Farmacia Carbo Alsius Merce,Carbo Alsius Merce,"Cl Majo Sant Pere 93, 08222",Terrassa,Barcelona,CATALUÑA,937839738 
Farmacia Carbo Pallares Julio Fco.,Carbo Pallares Julio Fco.,"Cl Arenys                   25, 08035",Barcelona,Barcelona,CATALUÑA,932112460 
"Farmacia Carbonell Brufau,merce","Carbonell Brufau,merce","Ctra. Dosrius               90, 08440",Cardedeu,Barcelona,CATALUÑA,938712485 
Farmacia Cardella Pou M Loreto,Cardella Pou M Loreto,"Ps Fabra I Puig 136, 08016",Barcelona,Barcelona,CATALUÑA,933493282 
Farmacia Cardona Porta Joan,Cardona Porta Joan,"Cl Muntaner 356, 08021",Barcelona,Barcelona,CATALUÑA,932092342 
Farmacia Cardona Trullas Maria Jose,Cardona Trullas Maria Jose,"Cl Prat De La Riba, 23, 08320",El Masnou,Barcelona,CATALUÑA,935550403 
Farmacia Carne Pladellorens M Ester,Carne Pladellorens M Ester,"Cl Manresa 6 Baixos, 08270",Navarcles,Barcelona,CATALUÑA,938276983 
Farmacia Carre Sanchez Albornoz M.c.,Carre Sanchez Albornoz M.c.,"Leyva 3, 08014",Barcelona,Barcelona,CATALUÑA,934216319 
Farmacia Carrera GraÑo Rosa Maria,Carrera GraÑo Rosa Maria,"Ctra Terrassa 377, 08205",Sabadell,Barcelona,CATALUÑA,937264449 
Farmacia Carrera Rodriguez Elisa,Carrera Rodriguez Elisa,"Cl Verdi 132, 08012",Barcelona,Barcelona,CATALUÑA,932174621 
Farmacia Carreras Arbat Gloria,Carreras Arbat Gloria,"Pl Antoni Baque              4, 08120",La Llagosta,Barcelona,CATALUÑA,935602704 
Farmacia Carreras Ginjaume Eusebio,Carreras Ginjaume Eusebio,"Cl Hospital                 14, 08001",Barcelona,Barcelona,CATALUÑA,933023844 
Farmacia Carrillo Herranz S.c.p.,Carrillo Herranz S.c.p.,"Roger De Flor              240, 08025",Barcelona,Barcelona,CATALUÑA,934579086 
Farmacia Carrion Ribas Joan Anton,Carrion Ribas Joan Anton,"Pz Dr Berdier 4, 08183",Castellterçol,Barcelona,CATALUÑA,938668033 
Farmacia CartaÑa Gamez Carme,CartaÑa Gamez Carme,"Paseig Maragall            106, 08027",Barcelona,Barcelona,CATALUÑA,933518414 
Farmacia Carulla Batalle Marc,Carulla Batalle Marc,"Pj Francesc 23, 08191",Rubí,Barcelona,CATALUÑA,935886748 
Farmacia Casacuberta Bausili Alicia,Casacuberta Bausili Alicia,"Pz Ausias March 9 Local 1 2 3, 08195",Sant Cugat del Vallès,Barcelona,CATALUÑA,936243923 
Farmacia Casacuberta Tor Maria Lluisa,Casacuberta Tor Maria Lluisa,"Vell                     35, 08519",Sant Bartomeu del Grau,Barcelona,CATALUÑA,938889101 
Farmacia Casajuana Cortinas Elisabet,Casajuana Cortinas Elisabet,"Cl Pare Huix 15, 08500",Vic,Barcelona,CATALUÑA,687404780  - 938836037
Farmacia Casajuana Cortinas M Teresa***,Casajuana Cortinas M Teresa***,"Ctra Manresa 33, 08180",Moià,Barcelona,CATALUÑA,938300288 
Farmacia Casajuana Ribalta Rita,Casajuana Ribalta Rita,"Cl Escipio 55, 08023",Barcelona,Barcelona,CATALUÑA,932128629 
"Farmacia Casals Castro, Rosa M.","Casals Castro, Rosa M.","Av. Alfonso Xiii, 117, 08912",Badalona,Barcelona,CATALUÑA,933879350 
Farmacia Casanova Quejigo Scp,Casanova Quejigo Scp,"Ps Valldaura 166, 08042",Barcelona,Barcelona,CATALUÑA,934272309 
Farmacia Casas Casals Eva,Casas Casals Eva,"Ps De La Industria 16, 08600",Berga,Barcelona,CATALUÑA,938221306 
Farmacia Casas Pla Jaume,Casas Pla Jaume,"Cl Catalunya                50, 08820",El Prat de Llobregat,Barcelona,CATALUÑA,934787311 
Farmacia Casas Sanchez Javier,Casas Sanchez Javier,"Cl Lerida                   88, 08820",El Prat de Llobregat,Barcelona,CATALUÑA,933794675 
Farmacia Casas Verdes Cristina,Casas Verdes Cristina,"Cl Soledad 119, 08700",Igualada,Barcelona,CATALUÑA,938030297 
Farmacia Casaus Domingo M. Pilar,Casaus Domingo M. Pilar,"Cl Aribau                   91, 08036",Barcelona,Barcelona,CATALUÑA,934532990 
Farmacia Casellas Guillot Ana Maria,Casellas Guillot Ana Maria,"Cl Lauria 123, 08037",Barcelona,Barcelona,CATALUÑA,932154968 
Farmacia Cases Nabau Elisabeth,Cases Nabau Elisabeth,"Cl Girona                74-76, 08820",El Prat de Llobregat,Barcelona,CATALUÑA,933795526 
Farmacia Castany Plana Marta,Castany Plana Marta,"Cl Santalo 53, 08021",Barcelona,Barcelona,CATALUÑA,932001129 
Farmacia Castell Fores Maria Carme,Castell Fores Maria Carme,"Cl Aragon                  207, 08011",Barcelona,Barcelona,CATALUÑA,934532695 
Farmacia Castellana Catasus Montserrat,Castellana Catasus Montserrat,"Av San Vicen                 3, 08755",Castellbisbal,Barcelona,CATALUÑA,937723140 
Farmacia Castello Tortella Rafel,Castello Tortella Rafel,"Cl Del Duc 10, 08002",Barcelona,Barcelona,CATALUÑA,933178840 
Farmacia Castells AviÑo Genoveva,Castells AviÑo Genoveva,"Cl Bruguera                226, 08370",Calella,Barcelona,CATALUÑA,937691170 
Farmacia Castells Sanchis Maria Angela,Castells Sanchis Maria Angela,"Av Dr. Bassols 125, 08914",Badalona,Barcelona,CATALUÑA,933872537 
Farmacia Castells Soler Teresa,Castells Soler Teresa,"Paseo De Gracia             90, 08008",Barcelona,Barcelona,CATALUÑA,934876145 
Farmacia Castellvi Granados Francesc,Castellvi Granados Francesc,"Cl Emancipacio 19, 08022",Barcelona,Barcelona,CATALUÑA,934176021 
Farmacia Castillo Sanchez Esther,Castillo Sanchez Esther,"Cl Feliu I Codina 26, 08940",Cornellà de Llobregat,Barcelona,CATALUÑA,933767102 
Farmacia Castresana Corral Scp,Castresana Corral Scp,"Cl Mina De La Ciudad 91-93, 08042",Barcelona,Barcelona,CATALUÑA,933544029 
Farmacia Casulleras Ambros Maria,Casulleras Ambros Maria,"Cl Diputacion               17, 08160",Montmeló,Barcelona,CATALUÑA,935681718 
Farmacia Catafal Llora Maria Lourdes,Catafal Llora Maria Lourdes,"Cl Roser                    39, 08004",Barcelona,Barcelona,CATALUÑA,934428674 
Farmacia Caus Fumanya Marta,Caus Fumanya Marta,"Cl Placa Del Pi 5, 08193",Cerdanyola del Vallès,Barcelona,CATALUÑA,936314655  - 936914655
Farmacia Causin Torres Aurora,Causin Torres Aurora,"Cl Manzanillo 16, 08395",Sant Pol de Mar,Barcelona,CATALUÑA,937600508 
Farmacia Cava Sanchez M Antonia,Cava Sanchez M Antonia,"Cl Cartagena               206, 08013",Barcelona,Barcelona,CATALUÑA,932323055 
Farmacia Celdran Lopez M.rosa,Celdran Lopez M.rosa,"Cl Teodor Llorente 4, 08041",Barcelona,Barcelona,CATALUÑA,933517484 
Farmacia Centeno Ortega Monica,Centeno Ortega Monica,"Cl Almeria 77, 08304",Mataró,Barcelona,CATALUÑA,937985008 
Farmacia Cerra Mario,Cerra Mario,"Cl Montcada 10, 08003",Barcelona,Barcelona,CATALUÑA,933197632 
Farmacia Cerrillo Albaiges Nuria,Cerrillo Albaiges Nuria,"Av Montserrat 65, 08777",Sant Quintí de Mediona,Barcelona,CATALUÑA,938998229 
Farmacia Cervera Bech Isabel,Cervera Bech Isabel,"Cl Urgell 241, 08036",Barcelona,Barcelona,CATALUÑA,933214338 
Farmacia Chamarro Aguilera M.rosa,Chamarro Aguilera M.rosa,"Gran Via Corts Catalanes  1052, 08020",Barcelona,Barcelona,CATALUÑA,933083247 
Farmacia Chanut Ros Maria Angels,Chanut Ros Maria Angels,"Avda Pau                    51, 08470",Sant Celoni,Barcelona,CATALUÑA,938671803 
Farmacia Chavarria Lameyre Francisco,Chavarria Lameyre Francisco,"Cl Jacinto Verdaguer 7, 08922",Santa Coloma de Gramenet,Barcelona,CATALUÑA,933925202 
Farmacia Cirici Delgado Manuel,Cirici Delgado Manuel,"Cl Riera Sant Jordi         14, 08390",Montgat,Barcelona,CATALUÑA,934691187 
Farmacia Cladellas Oliveras Telma,Cladellas Oliveras Telma,"Av Valles 27, 08192",Barcelona,Barcelona,CATALUÑA,937214036 
Farmacia Clanxet Wust Pilar,Clanxet Wust Pilar,"Cl Provencals 12, 08019",Barcelona,Barcelona,CATALUÑA,932665141 
Farmacia Clapes Collantes Aida,Clapes Collantes Aida,"Av Catalunya 50, 08930",Sant Adrià de Besòs,Barcelona,CATALUÑA,933810132 
Farmacia Clapes Rodriguez Scp,Clapes Rodriguez Scp,"Cl Joan Maragall 14, 08970",Sant Joan Despí,Barcelona,CATALUÑA,933733694 
Farmacia Clapes ViÑas Antoni,Clapes ViÑas Antoni,"Cl Gran De Sant Andreu 211, 08030",Barcelona,Barcelona,CATALUÑA,933466356 
Farmacia Clasca Riera Eulalia,Clasca Riera Eulalia,"Cl Girona 39, 08402",Granollers,Barcelona,CATALUÑA,938614002 
Farmacia Cobo Mullor Olivia,Cobo Mullor Olivia,"Pz Libertad 9, 08012",Barcelona,Barcelona,CATALUÑA,932370093 
Farmacia Codina Casabayo Salvado,Codina Casabayo Salvado,"Cl Forn                      7, 08140",Caldes de Montbui,Barcelona,CATALUÑA,938650097 
Farmacia Codina Llagostera Llucia,Codina Llagostera Llucia,"Cl Cala Cordia 1, 08750",Molins de Rei,Barcelona,CATALUÑA,936680496 
Farmacia Codina Sabater Marta,Codina Sabater Marta,"Pz Verdeguer 3, 08786",Capellades,Barcelona,CATALUÑA,938010082 
Farmacia Cogul Ardevol M Josefa,Cogul Ardevol M Josefa,"Avgda Joncadella S N, 08240",Manresa,Barcelona,CATALUÑA,938762679 
Farmacia Cohi Rafel Rosa Maria,Cohi Rafel Rosa Maria,"Cl General Mitre 121, 08022",Barcelona,Barcelona,CATALUÑA,934170437 
Farmacia Coll Colomer Montserrat,Coll Colomer Montserrat,"Cl Sant Elias               28, 08006",Barcelona,Barcelona,CATALUÑA,932095746 
Farmacia Coll Costansa Emili,Coll Costansa Emili,"Viv. P.ignasi Puig       6, 08241",Manresa,Barcelona,CATALUÑA,938720169 
Farmacia Coll Fabres Enric,Coll Fabres Enric,"Cl Sant Josep 30, 08302",Mataró,Barcelona,CATALUÑA,937904340 
Farmacia Collado Andanuche Montserrat,Collado Andanuche Montserrat,"Cl Joan Guell 174, 08028",Barcelona,Barcelona,CATALUÑA,934904575 
Farmacia Collado Gil Virginia,Collado Gil Virginia,"Cl Salvador Vancell 28, 08260",Súria,Barcelona,CATALUÑA,938695695 
Farmacia Collellmir Morales Marta,Collellmir Morales Marta,"Av Sant Ant. M. Claret 181, 08041",Barcelona,Barcelona,CATALUÑA,934356684 
Farmacia Colom Noguera Castellvi Ana M,Colom Noguera Castellvi Ana M,"Cl San Luis                 37, 08940",Cornellà de Llobregat,Barcelona,CATALUÑA,933773977 
Farmacia Colome Fuste Susana,Colome Fuste Susana,"Cl Tortosa 105, 08918",Badalona,Barcelona,CATALUÑA,933886250 
Farmacia Colomer Llach M Merce,Colomer Llach M Merce,"Pz Nova 1, 08507",Santa Eugènia de Berga,Barcelona,CATALUÑA,938855904 
Farmacia Colomer Mendez Neus,Colomer Mendez Neus,"Gran Via Corts Catalanes 424, 08015",Barcelona,Barcelona,CATALUÑA,934230931 
Farmacia Colomina Brusau M Rosa,Colomina Brusau M Rosa,"Cl Lusitania                 2, 08206",Sabadell,Barcelona,CATALUÑA,937162335 
Farmacia Colomina Castella M Angela,Colomina Castella M Angela,"Cl Calatrava 77, 08017",Barcelona,Barcelona,CATALUÑA,934188882 
Farmacia Comajuncosa Nebot Esther,Comajuncosa Nebot Esther,"Cl Luis Antunez 5, 08006",Barcelona,Barcelona,CATALUÑA,932175824 
Farmacia Comaposada Beringues Josefina,Comaposada Beringues Josefina,"Cl Centre                   27, 08530","Garriga, La",Barcelona,CATALUÑA,938718314 
Farmacia Comas Bondia Pilar,Comas Bondia Pilar,"Cl Palamos                   6, 08820",El Prat de Llobregat,Barcelona,CATALUÑA,933794756 
Farmacia Comas Riu Maria Teresa,Comas Riu Maria Teresa,"Pz Clave                     1, 08241",Manresa,Barcelona,CATALUÑA,938721323 
Farmacia Comas Riu Ricard,Comas Riu Ricard,"Born                     30, 08240",Manresa,Barcelona,CATALUÑA,938721359 
Farmacia Compte Galofre Alba,Compte Galofre Alba,"Cl Estacio 2, 08450",Llinars del Vallès,Barcelona,CATALUÑA,938427256 
Farmacia Condal Elies Merce,Condal Elies Merce,"Cl Ramiro De Maeztu        29, 08913",Badalona,Barcelona,CATALUÑA,934605137 
Farmacia Condal Elies Montserrat,Condal Elies Montserrat,"Cl Calderon De La Barca     11, 08191",Rubí,Barcelona,CATALUÑA,936998709 
Farmacia Condal Espinal Rosa M,Condal Espinal Rosa M,"Cl Reina Cristina            1, 08003",Barcelona,Barcelona,CATALUÑA,932687276 
Farmacia Condom Bardolet Nuria,Condom Bardolet Nuria,"Cl Gran De Sant Andreu 505, 08030",Barcelona,Barcelona,CATALUÑA,933458544 
Farmacia Condon Menta Eduard,Condon Menta Eduard,"Pasaje Riu Ter        Bajos 18, 08917",Badalona,Barcelona,CATALUÑA,934602855 
Farmacia Conejo Fuertes M Luisa,Conejo Fuertes M Luisa,"Cl Guipuzcoa               131, 08020",Barcelona,Barcelona,CATALUÑA,933135087 
Farmacia Constanso Vilaseca M.carme,Constanso Vilaseca M.carme,"Sant Josep               1, 08519",Les Masies de Roda,Barcelona,CATALUÑA,938541179 
Farmacia Conti Zalacain Pilar,Conti Zalacain Pilar,"Cl Gran Via                489, 08015",Barcelona,Barcelona,CATALUÑA,934266584 
Farmacia Cornellas Falgueras Pius,Cornellas Falgueras Pius,"Cr Olot 61, 08560",Manlleu,Barcelona,CATALUÑA,938512595 
Farmacia Corominas Moliner Anna,Corominas Moliner Anna,"Cl Caixa De Estalvis Manresa 6, 08698",Cercs,Barcelona,CATALUÑA,938248252 
Farmacia Corominas Rique Cristina,Corominas Rique Cristina,"Cr De Terrassa 112, 08206",Sabadell,Barcelona,CATALUÑA,937276737 
Farmacia Corona M.r. - Subirana C. Scp,Corona M.r. - Subirana C. Scp,"Ps Ramon Berenguer 75, 08303",Mataró,Barcelona,CATALUÑA,937579093 
Farmacia Corral Serrano Carmen,Corral Serrano Carmen,"Cl Vila-real 3-5            93, 08033",Barcelona,Barcelona,CATALUÑA,933507246 
Farmacia Cortada Sindreu Anna,Cortada Sindreu Anna,"Cl Barcelona 26, 08310",Argentona,Barcelona,CATALUÑA,937971400 
Farmacia Cortes Espona Jaume,Cortes Espona Jaume,"Cl Sant Marc 19, 08253",Sant Salvador de Guardiola,Barcelona,CATALUÑA,938352600 
Farmacia Cosp Boixader Maria,Cosp Boixader Maria,"Pz San Pedro                11, 08600",Berga,Barcelona,CATALUÑA,938210135 
Farmacia Cosp Sitges Domingo,Cosp Sitges Domingo,"Passeig De La Pau 55, 08600",Berga,Barcelona,CATALUÑA,938210125 
Farmacia Costa Botines Carmen,Costa Botines Carmen,"Cl Virgen Del Pilar         10, 08291",Ripollet,Barcelona,CATALUÑA,935800345 
